1782719770
210, 405, 41.10, 27, 0
1782719780
1890, 9501, 439.88, 56, 92
1782719790
1875, 9501, 440.75, 62, 92
1782719800
1875, 9501, 441.84, 66, 93
1782719810
1845, 9501, 445.08, 70, 92
1782719820
1830, 9501, 445.58, 72, 93
1782719830
1860, 9501, 445.92, 74, 92
1782719840
1830, 9501, 445.98, 75, 93
1782719850
1830, 9501, 446.42, 76, 93
1782719860
1830, 9501, 446.50, 77, 93
1782719870
1830, 9501, 449.60, 78, 92
