1782721675
210, 405, 42.17, 34, 0, 0x0000000000000004
1782721685
1890, 9501, 442.80, 64, 92, 0x0000000000000004
1782721695
1860, 9501, 446.03, 68, 93, 0x0000000000000004
1782721705
1845, 9501, 444.74, 72, 92, 0x0000000000000004
1782721716
1845, 9501, 445.70, 74, 93, 0x0000000000000004
1782721726
1845, 9501, 446.49, 75, 92, 0x0000000000000004
1782721736
1815, 9501, 447.49, 76, 92, 0x0000000000000004
1782721746
1830, 9501, 450.10, 77, 93, 0x0000000000000004
1782721756
1830, 9501, 449.74, 78, 92, 0x0000000000000004
1782721766
1815, 9501, 448.95, 79, 92, 0x0000000000000004
1782721776
1830, 9501, 450.60, 79, 93, 0x0000000000000004
