1782719948
1980, 810, 87.92, 36, 0, 0x0000000000000024
1782719958
1875, 9501, 443.96, 64, 93, 0x0000000000000004
1782719968
1860, 9501, 444.74, 68, 93, 0x0000000000000004
1782719978
1845, 9501, 445.82, 71, 92, 0x0000000000000004
1782719988
1830, 9501, 446.27, 73, 92, 0x0000000000000004
1782719998
1830, 9501, 446.79, 75, 93, 0x0000000000000004
1782720008
1830, 9501, 447.96, 76, 93, 0x0000000000000004
1782720018
1830, 9501, 448.48, 77, 93, 0x0000000000000004
