1782720996
210, 405, 40.86, 25, 0, 0x0000000000000001
1782721006
1905, 9501, 435.87, 55, 92, 0x0000000000000004
1782721016
1875, 9501, 439.58, 61, 92, 0x0000000000000004
1782721026
1860, 9501, 443.28, 65, 94, 0x0000000000000004
1782721036
1860, 9501, 441.50, 69, 93, 0x0000000000000004
1782721046
1860, 9501, 442.31, 71, 93, 0x0000000000000004
1782721056
1830, 9501, 444.79, 73, 93, 0x0000000000000004
1782721066
1830, 9501, 445.13, 74, 93, 0x0000000000000004
1782721076
1830, 9501, 445.99, 76, 93, 0x0000000000000004
1782721086
1815, 9501, 446.60, 76, 93, 0x0000000000000004
1782721096
1830, 9501, 446.29, 78, 93, 0x0000000000000004
